City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
132,Ballyhaunis,IE,2022-07-25 03:22:34,53.7667,-8.7667,55.72,93,94,13.78
133,Yar-Sale,RU,2022-07-25 03:22:35,66.8333,70.8333,52.09,75,94,13.04
134,Bachaquero,VE,2022-07-25 03:22:35,9.9694,-71.1494,79.12,80,90,6.58
135,Matagami,CA,2022-07-25 03:22:36,49.7502,-77.6328,64.51,82,40,2.3
136,Faanui,PF,2022-07-25 03:22:37,-16.4833,-151.75,78.35,78,38,12.21
137,Suntar,RU,2022-07-25 03:22:37,62.1444,117.6319,87.93,49,61,3.0
138,Sao Desiderio,BR,2022-07-25 03:23:38,-12.3633,-44.9733,70.47,62,89,6.08
139,Ola,RU,2022-07-25 03:23:38,59.5833,151.2833,66.15,77,99,2.84
140,Caluquembe,AO,2022-07-25 03:23:39,-13.7833,14.6833,55.98,59,9,2.44
141,Itinga,BR,2022-07-25 03:23:39,-16.6131,-41.7653,63.54,85,95,2.86
142,Pisco,PE,2022-07-25 03:23:40,-13.7,-76.2167,58.01,88,13,1.14
143,Lavrentiya,RU,2022-07-25 03:23:41,65.5833,-171.0,42.62,88,100,9.35
144,Puerto Colombia,CO,2022-07-25 03:23:41,10.9878,-74.9547,80.69,78,42,20.11
145,Sarwar,IN,2022-07-25 03:23:42,26.0667,75.0,83.23,74,70,11.99
146,Moerai,PF,2022-07-25 03:23:43,-22.4333,-151.3333,71.49,56,100,14.5
147,Alugan,PH,2022-07-25 03:23:43,12.2188,125.4808,83.91,74,60,3.04
148,Hobart,AU,2022-07-25 03:20:22,-42.8794,147.3294,59.25,75,75,5.75
149,Saldanha,ZA,2022-07-25 03:23:44,-33.0117,17.9442,48.25,59,0,10.09
150,Castro,BR,2022-07-25 03:23:44,-24.7911,-50.0119,57.25,74,91,3.18
151,Zomba,MW,2022-07-25 03:23:45,-15.386,35.3188,55.89,90,17,3.04
152,Tiznit,MA,2022-07-25 03:23:46,29.5833,-9.5,87.57,22,6,2.71
153,Hasaki,JP,2022-07-25 03:23:46,35.7333,140.8333,88.2,81,84,16.42
154,Chuy,UY,2022-07-25 03:23:47,-33.6971,-53.4616,57.58,97,100,5.1
155,San Patricio,US,2022-07-25 03:21:06,28.017,-97.5169,85.89,73,0,15.08
156,Tuy Hoa,VN,2022-07-25 03:23:48,13.0833,109.3,87.01,64,13,3.62
157,Asau,RO,2022-07-25 03:23:48,46.4333,26.4,65.32,93,87,3.11
158,Bridlington,GB,2022-07-25 03:23:49,54.0831,-0.1919,63.9,85,100,15.3
159,Sao Filipe,CV,2022-07-25 03:23:50,14.8961,-24.4956,77.68,84,94,10.92
160,Luanda,AO,2022-07-25 03:23:50,-8.8368,13.2343,69.58,88,100,2.42
161,Luderitz,NA,2022-07-25 03:22:05,-26.6481,15.1594,66.94,40,0,8.12
162,La Baule-Escoublac,FR,2022-07-25 03:23:51,47.2922,-2.364,67.66,92,100,8.05
163,Srednekolymsk,RU,2022-07-25 03:23:52,67.45,153.6833,72.64,29,100,12.12
