City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Manta,EC,-0.95,-80.7333,71.38,83,100,6.91,overcast clouds
343,Yumen,CN,40.2833,97.2,93.34,14,24,15.66,few clouds
344,Kralendijk,BQ,12.15,-68.2667,80.83,79,4,21.07,clear sky
345,Rawson,AR,-43.3002,-65.1023,41.31,78,75,7.45,broken clouds
346,Altus,US,34.6381,-99.334,85.51,44,0,8.05,clear sky
347,Serang,ID,-6.1149,106.1502,83.82,71,96,5.39,overcast clouds
348,Narsaq,GL,60.9167,-46.05,48.42,83,95,5.06,overcast clouds
349,Nioki,CD,-2.7167,17.6833,75.7,80,95,3.13,overcast clouds
350,Hay River,CA,60.8156,-115.7999,53.06,84,25,6.51,scattered clouds
351,Verkhnetulomskiy,RU,68.6073,31.7962,59.13,56,74,2.68,broken clouds
352,Russellville,US,35.2784,-93.1338,84.97,63,0,3.44,clear sky
353,Dawei,MM,14.0833,98.2,89.4,65,50,5.28,scattered clouds
354,Atasu,KZ,48.6814,71.6433,79.39,27,0,7.78,clear sky
355,Micheweni,TZ,-4.9667,39.8333,77.29,69,12,11.07,few clouds
356,Hambantota,LK,6.1241,81.1185,88.57,60,79,14.99,broken clouds
357,Caconda,AO,-13.7333,15.0667,55.33,55,3,2.1,clear sky
358,Creel,MX,27.75,-107.6333,57.34,92,96,5.5,overcast clouds
359,Lompoc,US,34.6391,-120.4579,59.56,85,100,10.0,overcast clouds
360,Gornopravdinsk,RU,60.05,69.9,73.24,55,94,5.95,overcast clouds
361,Ondjiva,AO,-17.0667,15.7333,56.59,43,0,3.38,clear sky
362,Karratha,AU,-20.7377,116.8463,77.07,32,0,17.67,clear sky
363,Teahupoo,PF,-17.8333,-149.2667,67.96,81,19,12.1,moderate rain
364,Ketchikan,US,55.3422,-131.6461,57.67,100,100,11.5,mist
365,Georgetown,MY,5.4112,100.3354,87.73,70,20,8.05,few clouds
366,Tasiilaq,GL,65.6145,-37.6368,39.36,87,93,2.37,overcast clouds
367,Maicao,CO,11.3832,-72.2432,77.68,82,88,7.31,overcast clouds
368,Breves,BR,-1.6822,-50.4803,73.65,95,54,3.78,broken clouds
369,Makakilo City,US,21.3469,-158.0858,79.12,62,0,16.11,clear sky
370,Biak,ID,-0.9131,122.8766,82.58,64,75,8.08,broken clouds
371,Krasnyy Chikoy,RU,50.3643,108.7512,67.62,75,76,7.34,broken clouds
372,Bagdarin,RU,54.4333,113.6,64.8,92,100,6.51,moderate rain
373,Faanui,PF,-16.4833,-151.75,77.77,79,37,9.48,light rain
374,Vardo,NO,70.3705,31.1107,53.58,76,40,3.44,scattered clouds
375,Saint-Pierre,RE,-21.3393,55.4781,75.29,60,0,17.27,clear sky
376,Gewane,ET,10.1664,40.6453,83.84,44,100,8.84,light rain
377,Xinzhi,CN,36.4989,111.7047,91.31,42,97,7.76,overcast clouds
378,Mujiayingzi,CN,42.1167,118.7833,90.95,34,100,11.32,overcast clouds
379,Mokhotlong,LS,-29.2894,29.0675,35.2,45,0,0.54,clear sky
380,Kuminskiy,RU,58.6667,66.5667,76.98,59,55,6.73,broken clouds
381,Barkly West,ZA,-28.5354,24.5215,33.08,60,0,4.92,clear sky
382,Kalmunai,LK,7.4167,81.8167,87.87,57,76,8.3,broken clouds
383,Sherghati,IN,24.5667,84.7833,92.82,46,89,10.92,overcast clouds
384,Tabou,CI,4.423,-7.3528,73.38,79,100,4.99,overcast clouds
385,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,88,0,10.36,clear sky
386,Rudnichnyy,RU,59.617,52.4703,70.02,72,60,3.94,broken clouds
387,Udomlya,RU,57.8794,34.9925,60.85,98,100,5.66,overcast clouds
388,Dwarka,IN,22.2394,68.9678,83.59,79,83,21.63,broken clouds
389,Cabo San Lucas,MX,22.8909,-109.9124,81.7,79,35,4.0,scattered clouds
390,Behbahan,IR,30.5959,50.2417,107.31,7,3,19.6,clear sky
391,Yulara,AU,-25.2406,130.9889,66.7,32,0,9.75,clear sky
392,Naze,JP,28.3667,129.4833,82.15,78,29,2.84,scattered clouds
393,Constantine,DZ,36.365,6.6147,71.01,46,0,2.3,clear sky
394,Mehamn,NO,71.0357,27.8492,53.55,71,20,0.0,few clouds
395,Meadow Lake,US,34.8014,-106.5436,80.33,45,96,4.85,overcast clouds
396,Tokmak,UA,47.2514,35.7058,81.46,35,88,3.15,overcast clouds
397,Acapulco,MX,16.8634,-99.8901,75.02,94,100,6.91,overcast clouds
398,Paulo Ramos,BR,-4.2167,-45.1833,75.43,67,95,2.8,overcast clouds
399,Trincomalee,LK,8.5711,81.2335,87.82,62,87,5.66,overcast clouds
400,Banda Aceh,ID,5.5577,95.3222,82.53,79,79,9.33,broken clouds
401,Akdepe,TM,42.0551,59.3788,92.59,22,100,5.23,overcast clouds
402,Waitara,NZ,-38.925,174.25,53.01,86,100,29.15,light rain
403,Darnah,LY,32.767,22.6367,81.16,69,0,17.96,clear sky
404,San Jeronimo,PE,-11.9472,-75.2829,44.65,87,100,1.48,overcast clouds
405,Tambopata,PE,-12.7333,-69.1833,70.23,93,22,1.45,few clouds
406,Tuatapere,NZ,-46.1333,167.6833,43.79,87,88,2.64,overcast clouds
407,Berlevag,NO,70.8578,29.0864,53.6,71,20,6.91,few clouds
408,Tubmanburg,LR,6.8708,-10.8172,70.77,96,100,2.39,overcast clouds
409,Fossombrone,IT,43.6908,12.8127,81.75,43,0,2.89,clear sky
410,Polson,US,47.6936,-114.1632,65.77,55,29,4.25,scattered clouds
411,Port Hardy,CA,50.6996,-127.4199,55.4,90,95,10.87,overcast clouds
412,Byron Bay,AU,-28.65,153.6167,67.95,72,30,5.53,scattered clouds
413,Ca Mau,VN,9.1769,105.15,88.92,60,95,7.52,overcast clouds
414,Leh,IN,34.1667,77.5833,68.92,45,97,3.15,overcast clouds
415,Coffs Harbour,AU,-30.3,153.1333,64.36,59,29,6.91,scattered clouds
416,Susehri,TR,40.1644,38.0867,61.84,58,2,2.84,clear sky
417,Nuuk,GL,64.1835,-51.7216,39.81,100,100,6.91,overcast clouds
418,Luganville,VU,-15.5333,167.1667,80.69,80,28,4.27,scattered clouds
419,Baiyin,CN,36.5583,104.2081,87.46,26,0,5.23,clear sky
420,Southbridge,US,42.0751,-72.0334,79.56,89,84,1.99,broken clouds
421,Bundaberg,AU,-24.85,152.35,70.21,63,10,3.0,clear sky
422,Natal,BR,-5.795,-35.2094,70.45,94,20,4.61,few clouds
423,Bengkulu,ID,-3.8004,102.2655,80.56,83,99,8.32,overcast clouds
424,Dali,CN,25.7,100.1833,71.55,73,98,3.11,overcast clouds
425,Camopi,GF,3.1655,-52.3158,70.32,99,84,1.81,broken clouds
426,Nadym,RU,65.5333,72.5167,54.77,70,100,13.94,overcast clouds
427,Geraldton,AU,-28.7667,114.6,63.01,55,0,14.97,clear sky
428,Asau,RO,46.4333,26.4,69.28,75,79,3.76,broken clouds
429,Waipawa,NZ,-41.4122,175.5153,46.85,91,100,17.9,light rain
430,Kunda,IN,25.7167,81.5167,92.93,51,76,14.36,moderate rain
431,Colac,AU,-38.3333,143.5833,52.18,91,98,11.32,overcast clouds
432,Ilam,NP,26.9167,87.9167,75.38,85,85,5.32,overcast clouds
433,Dharur,IN,18.8167,76.1167,79.92,64,100,14.36,overcast clouds
434,Morbegno,IT,46.1383,9.57,82.51,74,1,1.23,clear sky
435,Auki,SB,-8.7676,160.7034,84.79,66,44,2.53,scattered clouds
436,Kartuzy,PL,54.3342,18.1974,69.6,73,0,6.91,clear sky
437,Laguna,US,38.421,-121.4238,77.68,60,0,10.36,clear sky
438,Nikolsk,RU,53.7189,46.0712,74.05,66,77,5.79,broken clouds
439,Bakau,GM,13.4781,-16.6819,73.54,94,75,1.14,broken clouds
440,Limbang,MY,4.75,115.0,82.51,82,100,1.57,overcast clouds
441,Xichang,CN,27.8964,102.2634,82.13,59,36,3.02,scattered clouds
442,Ajaccio,FR,42.0,8.9167,77.05,64,0,4.61,clear sky
443,Hearst,CA,49.6835,-83.6665,53.85,85,100,7.61,overcast clouds
444,Kapasan,ID,-6.7773,111.3789,85.82,51,82,7.11,broken clouds
445,Lasa,IT,46.6166,10.7002,70.7,79,0,1.68,clear sky
446,Tooele,US,40.5308,-112.2983,72.19,49,0,13.8,clear sky
447,Ugoofaaru,MV,5.6667,73.0,81.95,76,68,11.88,broken clouds
448,Toyooka,JP,35.5333,134.8333,85.39,78,24,3.74,few clouds
449,Rosetta,EG,31.4044,30.4164,81.7,62,0,7.0,clear sky
450,Lebu,CL,-37.6167,-73.65,53.55,90,100,14.67,moderate rain
451,Bassila,BJ,9.0081,1.6654,68.22,97,97,0.47,overcast clouds
452,Bac Lieu,VN,9.285,105.7244,86.31,69,91,10.63,overcast clouds
453,Ouadda,CF,8.0777,22.4007,71.08,93,97,2.35,overcast clouds
454,Kachiry,KZ,53.0675,76.1036,77.02,36,1,8.66,clear sky
455,Flinders,AU,-34.5833,150.8552,66.18,68,29,5.01,scattered clouds
456,Cortez,US,37.3489,-108.5859,65.7,88,0,6.91,clear sky
457,Mayo,US,38.8876,-76.5119,84.97,78,76,4.0,broken clouds
458,Paamiut,GL,61.994,-49.6678,43.68,80,10,0.69,clear sky
459,Matay,EG,28.419,30.7792,83.59,37,6,10.58,clear sky
460,Abha,SA,18.2164,42.5053,70.05,60,40,6.91,scattered clouds
461,Valleyview,CA,55.0667,-117.2859,59.04,82,100,4.61,overcast clouds
462,Sartell,US,45.6216,-94.2069,57.04,89,0,0.0,clear sky
463,Porto Velho,BR,-8.7619,-63.9039,71.65,88,0,0.0,clear sky
464,Tura,IN,25.5198,90.2201,80.98,83,99,4.23,overcast clouds
465,Kahului,US,20.8947,-156.47,80.62,66,40,14.97,scattered clouds
466,Dubti,ET,11.7361,41.0853,79.54,67,100,12.62,light rain
467,Pafos,CY,34.7667,32.4167,91.24,65,0,2.3,clear sky
468,Acarau,BR,-2.8856,-40.12,78.57,80,90,16.24,overcast clouds
469,Bandarbeyla,SO,9.4942,50.8122,84.07,50,96,31.59,overcast clouds
470,Majene,ID,-3.5403,118.9707,85.32,63,40,10.78,scattered clouds
471,Tezu,IN,27.9167,96.1667,88.2,70,43,4.03,scattered clouds
472,Torit,SS,4.4133,32.5678,75.49,78,68,3.33,broken clouds
473,Kutum,SD,14.2,24.6667,79.81,50,97,13.53,overcast clouds
474,Vyazovaya,RU,54.905,58.3561,80.31,48,7,1.86,clear sky
475,Benemerito De Las Americas,MX,16.5167,-90.6439,70.86,99,92,0.74,overcast clouds
476,Hami,CN,42.8,93.45,89.55,20,100,13.38,overcast clouds
477,Batagay-Alyta,RU,67.8006,130.4114,74.25,42,33,5.21,scattered clouds
478,Tautira,PF,-17.7333,-149.15,77.94,81,16,12.97,moderate rain
479,Dodge City,US,37.7528,-100.0171,77.25,69,0,11.5,clear sky
480,Kloulklubed,PW,7.0419,134.2556,84.7,72,70,8.72,broken clouds
481,Hettstedt,DE,51.65,11.5,80.22,42,84,8.3,broken clouds
482,Mattru,SL,7.6244,-11.8332,71.56,98,100,2.93,light rain
483,Kudahuvadhoo,MV,2.6708,72.8944,82.26,74,83,10.69,broken clouds
484,Puerto Escondido,MX,15.85,-97.0667,77.86,82,99,3.96,overcast clouds
485,Maningrida,AU,-12.0667,134.2667,84.15,55,74,11.39,broken clouds
486,Capul,PH,12.4237,124.1811,84.27,72,54,3.76,heavy intensity rain
487,Saint-Georges,GD,12.0564,-61.7485,77.95,85,72,7.52,broken clouds
488,Torbay,CA,47.6666,-52.7314,69.89,78,20,12.66,few clouds
489,Marawi,PH,7.9986,124.2928,78.3,81,83,3.18,broken clouds
490,Sankheda,IN,22.1667,73.5833,83.98,73,98,12.17,light rain
491,Maturin,VE,9.75,-63.1767,70.9,98,83,4.03,broken clouds
492,Hirosaki,JP,40.5931,140.4725,81.68,76,51,4.56,broken clouds
493,Tianpeng,CN,30.9866,103.9393,87.73,61,13,3.18,few clouds
494,Haimen,CN,23.1935,116.6142,90.36,69,11,9.64,few clouds
495,Davila,PH,18.4726,120.5763,89.58,68,28,6.33,scattered clouds
496,Baykit,RU,61.67,96.37,76.91,36,42,6.08,scattered clouds
497,Pahrump,US,36.2083,-115.9839,93.25,30,79,5.99,broken clouds
498,Rivadavia,AR,-33.1905,-68.4608,53.11,90,28,6.96,scattered clouds
499,Makkaveyevo,RU,51.7533,113.9454,65.93,93,100,7.7,overcast clouds
500,Najran,SA,17.4924,44.1277,77.65,48,100,7.47,overcast clouds
501,Vanimo,PG,-2.6741,141.3028,83.28,79,54,9.46,light rain
502,Arman,RU,59.7,150.1667,57.87,77,91,5.93,overcast clouds
503,Chongwe,ZM,-15.3292,28.682,62.56,52,2,9.26,clear sky
504,Etchoropo,MX,26.7667,-109.6667,86.41,68,67,13.38,broken clouds
505,Mangrol,IN,21.1167,70.1167,83.66,75,95,18.25,overcast clouds
506,Wick,GB,58.4333,-3.0833,53.65,100,75,13.8,broken clouds
507,Kamloops,CA,50.6665,-120.3192,76.57,42,75,0.0,broken clouds
508,Constitucion,CL,-35.3333,-72.4167,52.7,91,100,10.78,moderate rain
509,Kumher,IN,27.3167,77.3667,95.41,47,21,12.93,few clouds
510,Cockburn Town,TC,21.4612,-71.1419,81.45,78,47,24.29,scattered clouds
511,Kendari,ID,-3.945,122.4989,80.87,75,51,5.53,broken clouds
512,Sabha,LY,27.0377,14.4283,77.2,36,1,13.71,clear sky
513,Tatawin,TN,32.9297,10.4518,77.97,45,0,1.77,clear sky
514,Torres,BR,-29.3353,-49.7269,65.82,89,100,1.83,light rain
515,Beatrice,US,40.2681,-96.747,70.45,68,0,0.0,clear sky
516,Khasan,RU,42.4308,130.6434,72.0,91,74,7.49,broken clouds
517,Teknaf,BD,20.8624,92.3058,83.75,73,100,4.27,light rain
518,Rujiena,LV,57.8975,25.3316,62.06,58,68,8.12,broken clouds
519,Sorong,ID,-0.8833,131.25,82.42,78,48,5.86,scattered clouds
520,Bukoba,TZ,-1.3317,31.8122,70.39,65,96,6.31,overcast clouds
521,Esmeraldas,BR,-19.7625,-44.3139,58.06,79,2,4.45,clear sky
522,Portland,US,45.5234,-122.6762,79.38,54,0,11.5,clear sky
523,Quimper,FR,48.0,-4.1,63.16,94,100,6.91,overcast clouds
524,Ewa Beach,US,21.3156,-158.0072,80.55,62,0,16.11,clear sky
525,Fairbanks,US,64.8378,-147.7164,68.0,48,0,5.75,clear sky
526,Lujan,AR,-34.5703,-59.105,57.02,97,99,7.0,overcast clouds
527,Badulla,LK,6.9895,81.0557,86.49,45,79,5.32,broken clouds
528,Mezen,RU,65.8522,44.24,55.18,70,60,8.46,broken clouds
529,Primorsk,UA,46.7348,36.3443,81.07,42,57,2.28,broken clouds
530,Saint-Joseph,RE,-21.3667,55.6167,74.21,68,10,9.6,clear sky
531,Canto Do Buriti,BR,-8.11,-42.9444,73.44,58,70,11.39,broken clouds
532,Kyren,RU,51.6828,102.1408,71.6,55,100,5.1,overcast clouds
533,Bagan,RU,54.1001,77.6646,73.63,40,53,8.66,broken clouds
534,Sistranda,NO,63.7256,8.834,62.56,87,99,8.99,light rain
535,Praia,CV,14.9215,-23.5087,77.54,94,75,8.05,broken clouds
536,Meulaboh,ID,4.1363,96.1285,82.04,77,75,7.49,broken clouds
537,Kerchevskiy,RU,59.946,56.2884,74.19,60,74,4.92,broken clouds
538,Dire Dawa,ET,9.5931,41.8661,74.59,54,47,16.71,scattered clouds
539,Ola,RU,59.5833,151.2833,57.13,76,90,6.31,overcast clouds
540,Deputatskiy,RU,69.3,139.9,70.5,44,100,7.18,overcast clouds
541,Manali,IN,13.1667,80.2667,92.07,67,91,3.65,overcast clouds
542,Nelson Bay,AU,-32.7167,152.15,64.09,80,59,8.99,broken clouds
543,Masakin,TN,35.7292,10.5808,82.6,39,0,3.44,clear sky
544,Kansk,RU,56.2017,95.7175,58.17,94,100,9.24,light rain
545,Souillac,MU,-20.5167,57.5167,71.98,78,40,9.22,scattered clouds
546,Acari,PE,-15.4311,-74.6158,63.34,72,36,2.26,scattered clouds
547,Trofors,NO,65.5333,13.4063,57.07,88,100,3.02,overcast clouds
548,Luau,AO,-10.7073,22.2247,64.02,39,9,5.82,clear sky
549,Okha,RU,53.5739,142.9478,63.54,87,59,10.87,moderate rain
550,Brae,GB,60.3964,-1.353,52.11,89,99,21.07,overcast clouds
551,Inuvik,CA,68.3499,-133.7218,56.16,76,20,5.75,few clouds
552,Karasburg,NA,-28.0167,18.75,49.62,25,0,12.48,clear sky
553,Kurchum,KZ,48.5722,83.6542,76.32,29,0,11.68,clear sky
554,Progreso,MX,21.2833,-89.6667,76.1,91,97,7.61,overcast clouds
555,Ginda,IN,30.6945,78.4932,66.94,93,100,0.76,overcast clouds
556,Gurupa,BR,-1.405,-51.64,72.75,95,64,2.86,broken clouds
557,San Vicente,AR,-26.6167,-54.1333,60.39,79,4,2.95,clear sky
558,Severnoye,RU,56.3491,78.3619,68.94,51,65,9.6,broken clouds
559,Ulaangom,MN,49.9811,92.0667,72.88,30,36,10.04,scattered clouds
560,Muhos,FI,64.808,25.9931,65.89,59,88,4.97,overcast clouds
561,Santa Cruz Del Sur,CU,20.7147,-77.9956,76.6,89,90,14.79,overcast clouds
562,Olafsvik,IS,64.8945,-23.7142,50.68,79,83,5.7,broken clouds
563,Qarqin,AF,37.4185,66.0436,106.32,9,0,1.45,clear sky
564,Nacala,MZ,-14.5428,40.6728,76.14,67,13,8.81,few clouds
565,Port Moresby,PG,-9.4431,147.1797,83.62,74,40,17.27,scattered clouds
566,Srednekolymsk,RU,67.45,153.6833,70.9,29,100,14.29,overcast clouds
567,Maraial,BR,-8.7825,-35.8089,67.1,91,85,4.52,overcast clouds
568,Kibala,TD,9.1104,18.3463,74.86,92,97,2.95,overcast clouds
569,Ocampo,MX,21.65,-101.5,55.54,90,82,8.3,broken clouds
570,Adrar,MR,20.5022,-10.0711,89.49,36,1,14.99,clear sky
571,Araouane,ML,18.9048,-3.5265,87.04,37,53,7.54,broken clouds
572,Russell,US,32.3502,-85.1999,74.8,87,32,2.98,scattered clouds
573,Finnsnes,NO,69.2296,17.9811,54.21,70,75,5.37,broken clouds
574,Tarut,SA,26.5733,50.0369,106.02,36,61,14.07,broken clouds
575,Manaure,CO,11.7751,-72.4445,79.84,76,93,9.31,overcast clouds
576,Iberia,US,29.9502,-91.7507,78.87,83,30,5.86,scattered clouds
577,Pontecorvo,IT,41.4616,13.6667,84.88,64,0,0.51,clear sky
578,Smirnykh,RU,49.75,142.8333,79.14,57,1,6.49,clear sky
579,Misratah,LY,32.3754,15.0925,82.18,61,0,9.44,clear sky
580,Simao,CN,22.7886,100.9748,83.37,48,18,5.26,few clouds
581,Camargo,MX,27.6667,-105.1667,75.51,52,62,10.67,broken clouds
582,Sopelana,ES,43.3789,-2.9831,69.58,79,75,1.14,broken clouds
583,Jacareacanga,BR,-6.2222,-57.7528,71.87,59,7,0.92,clear sky
584,Gloversville,US,43.0528,-74.3438,70.36,91,75,0.0,light rain
585,Maumere,ID,-8.6199,122.2111,80.71,63,66,8.37,broken clouds
586,Buala,SB,-8.145,159.5921,84.97,63,45,7.27,scattered clouds
587,Duayaw Nkwanta,GH,7.1724,-2.1028,64.45,99,54,2.21,broken clouds
588,Vagamo,NO,61.8751,9.0967,57.18,90,99,7.23,light rain
589,Carauari,BR,-4.8828,-66.8958,70.95,99,17,1.48,few clouds
590,Huntington,US,38.4193,-82.4452,81.88,85,0,5.75,clear sky
591,College,US,64.8569,-147.8028,67.98,47,40,5.75,scattered clouds
592,Bethel,US,41.3712,-73.414,79.63,81,0,0.0,clear sky
593,Nhamunda,BR,-2.1861,-56.7131,74.52,78,13,1.05,few clouds
594,Pierre,US,44.3683,-100.351,73.85,63,0,8.05,clear sky
595,Shorapur,IN,16.5167,76.75,82.06,61,100,13.04,overcast clouds
596,Riachao,BR,-7.3619,-46.6172,70.97,50,77,5.7,broken clouds
597,Shahr-E Babak,IR,30.1165,55.1186,89.01,21,4,6.62,clear sky
598,Diffa,NE,13.3154,12.6113,83.86,55,80,9.71,broken clouds
599,Xining,CN,36.6167,101.7667,74.8,44,0,4.12,clear sky
600,South Valley,US,35.0101,-106.6781,82.38,45,100,9.22,overcast clouds
601,Noyabrsk,RU,63.1994,75.4507,64.71,51,10,13.67,clear sky
602,Weligama,LK,5.9667,80.4167,84.07,71,88,16.02,overcast clouds
603,Les Cayes,HT,18.2,-73.75,78.12,81,49,3.83,scattered clouds
604,Lipin Bor,RU,60.2622,37.9763,61.68,97,100,7.72,light rain
605,Seoul,KR,37.5683,126.9778,92.59,58,20,8.05,few clouds
606,Wufeng,CN,27.45,104.8333,78.98,58,48,5.1,scattered clouds
607,Pravia,ES,43.4906,-6.1508,64.47,94,75,9.22,broken clouds
608,Bosaso,SO,11.2842,49.1816,92.64,37,100,20.13,overcast clouds
609,Erzin,TR,36.9559,36.2,84.7,25,0,5.37,clear sky
610,Maniitsoq,GL,65.4167,-52.9,42.78,85,6,9.53,clear sky
611,Road Town,VG,18.4167,-64.6167,80.69,79,6,23.55,clear sky
612,Kargasok,RU,59.0556,80.8572,56.53,88,100,8.81,overcast clouds
613,Lahij,YE,13.1667,44.5833,87.06,55,97,3.67,overcast clouds
614,Sioux Lookout,CA,50.1001,-91.917,55.47,88,20,4.61,few clouds
615,Sovetskiy,RU,61.3614,63.5842,69.89,45,71,4.52,broken clouds
616,Naifaru,MV,5.4444,73.3657,81.86,75,83,11.63,broken clouds
617,Gualeguay,AR,-33.1416,-59.3097,61.79,98,88,9.57,overcast clouds
618,Sao Filipe,CV,14.8961,-24.4956,77.34,87,93,12.1,light rain
619,Noumea,NC,-22.2763,166.4572,75.99,99,46,5.84,scattered clouds
620,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,73,0,5.75,clear sky
621,Beyneu,KZ,45.3167,55.2,80.26,43,84,3.96,broken clouds
622,Khapa,IN,21.4333,78.9667,80.55,81,100,7.47,light rain
623,Tonj,SS,7.2737,28.6822,74.26,89,99,3.62,overcast clouds
624,Oda,JP,35.1833,132.5,84.97,85,38,6.91,scattered clouds
625,Lewistown,US,40.5992,-77.5714,75.34,100,0,0.0,clear sky
626,Goderich,CA,43.7501,-81.7165,67.91,88,36,5.75,scattered clouds
627,Darhan,MN,49.4867,105.9228,68.58,62,91,7.49,overcast clouds
628,Camacha,PT,33.0833,-16.3333,67.42,88,20,9.22,few clouds
629,Krasnoselkup,RU,65.7,82.4667,52.38,93,100,13.02,light rain
630,Nemuro,JP,43.3236,145.575,65.21,89,28,6.44,scattered clouds
631,Alofi,NU,-19.0595,-169.9187,71.49,64,75,10.36,broken clouds
632,North Platte,US,41.1239,-100.7654,74.12,75,0,10.36,clear sky
633,Jardim,BR,-21.4803,-56.1381,68.38,47,35,3.15,scattered clouds
634,Santarem,BR,-2.4431,-54.7083,75.33,100,0,2.3,clear sky
635,Cartagena,CO,10.3997,-75.5144,79.39,78,31,12.66,scattered clouds
636,Soe,ID,-9.8607,124.284,75.94,43,10,7.81,clear sky
637,Wright,US,45.1833,-93.9502,63.01,83,0,0.0,clear sky
638,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.78,97,100,4.47,overcast clouds
639,Puksoozero,RU,62.5903,40.6066,57.31,77,100,4.97,overcast clouds
640,Champerico,GT,14.3,-91.9167,77.7,85,90,5.3,overcast clouds
641,Hurghada,EG,27.2574,33.8129,88.34,33,6,16.69,clear sky
642,Pasighat,IN,28.0667,95.3333,86.07,77,45,4.59,scattered clouds
643,Ilhabela,BR,-23.7781,-45.3581,66.43,71,61,2.8,broken clouds
644,Enkoping,SE,59.6361,17.0777,67.86,75,96,7.81,overcast clouds
645,Northam,GB,51.0333,-4.2167,61.39,96,89,17.0,overcast clouds
646,Matara,LK,5.9485,80.5353,85.33,67,89,15.73,overcast clouds
647,Troitsko-Pechorsk,RU,62.7084,56.1964,61.2,50,93,5.75,overcast clouds
648,Grafton,US,42.207,-71.6856,81.07,76,0,16.11,clear sky
649,Simpang,ID,-1.2667,104.0833,85.08,73,91,3.31,overcast clouds
650,Launceston,AU,-41.45,147.1667,59.14,77,40,12.66,scattered clouds
651,Huarmey,PE,-10.0681,-78.1522,62.01,89,94,9.42,overcast clouds
652,Le Port,RE,-20.9373,55.2919,75.2,57,50,0.31,scattered clouds
653,Henties Bay,NA,-22.116,14.2845,54.34,86,0,1.81,clear sky
654,Iskateley,RU,67.6803,53.1512,52.12,84,98,15.82,light rain
655,Ambunti,PG,-4.2365,142.8448,84.38,80,46,2.04,scattered clouds
656,Pringsewu,ID,-5.3582,104.9744,84.97,70,95,3.4,overcast clouds
657,Mukhen,RU,48.1,136.1,78.66,66,66,4.03,broken clouds
658,Puerto Carreno,CO,6.189,-67.4859,74.48,94,99,5.03,light rain
659,Santa Fe,AR,-31.6333,-60.7,63.0,95,78,7.0,broken clouds
660,Kamenka,RU,51.3223,42.7678,73.42,65,64,5.26,broken clouds
661,Zinder,NE,13.8072,8.9881,86.43,47,96,10.63,overcast clouds
662,Barao De Melgaco,BR,-16.1944,-55.9675,72.43,40,0,4.63,clear sky
663,Dinghai,CN,26.2847,119.7936,90.52,84,19,5.55,few clouds
664,Blois,FR,47.5833,1.3333,69.93,63,81,12.82,broken clouds
665,Hargeysa,SO,9.56,44.065,73.6,46,64,34.2,broken clouds
666,Kenora,CA,49.8167,-94.4337,58.17,77,0,6.91,clear sky
667,Fushun,CN,41.8558,123.9233,85.71,75,69,12.93,broken clouds
668,Aswan,EG,24.0934,32.907,91.04,19,52,13.06,broken clouds
669,Shenjiamen,CN,29.9576,122.298,83.3,82,27,8.12,scattered clouds
670,Mountain Home,US,43.133,-115.6912,71.08,26,0,5.75,clear sky
671,Crotone,IT,39.0851,17.1178,89.55,37,0,3.44,clear sky
672,Bismarck,US,46.8083,-100.7837,63.81,78,0,6.91,clear sky
673,Verkhnyaya Inta,RU,65.9811,60.3094,52.79,67,100,16.58,overcast clouds
674,Roebourne,AU,-20.7833,117.1333,77.65,32,0,14.88,clear sky
675,Mazara Del Vallo,IT,37.6641,12.588,90.93,40,0,6.82,clear sky
676,Nabire,ID,-3.3667,135.4833,84.22,73,48,3.62,scattered clouds
677,Pennagaram,IN,12.1333,77.9,83.59,47,100,9.78,overcast clouds
678,Lesnoy,RU,57.6198,63.0784,79.86,54,0,7.38,clear sky
679,Karatau,KZ,43.1667,70.4667,92.79,17,0,11.39,clear sky
680,Saint-Augustin,CA,51.226,-58.6502,60.94,82,68,1.36,broken clouds
681,Ambilobe,MG,-13.2,49.05,78.75,46,5,3.8,clear sky
682,Newport,GB,51.5877,-2.9984,62.64,90,78,18.34,light rain
683,Loandjili,CG,-4.7561,11.8578,71.71,88,100,2.3,overcast clouds
684,Gedo,ET,9.0167,37.45,55.74,87,100,2.66,overcast clouds
685,Rodeo,US,38.033,-122.2669,63.32,87,2,10.0,clear sky
686,Manggar,ID,-2.8833,108.2667,84.43,68,71,14.79,broken clouds
687,Toora-Khem,RU,52.4675,96.11,58.39,61,94,7.74,overcast clouds
688,Cody,US,44.5263,-109.0565,62.82,56,0,12.66,clear sky
689,Kushiro,JP,42.975,144.3747,74.35,78,20,11.5,few clouds
690,Alugan,PH,12.2188,125.4808,85.46,68,65,6.24,light rain
691,Severo-Kurilsk,RU,50.6789,156.125,51.58,97,100,17.63,overcast clouds
692,Wisconsin Rapids,US,44.3836,-89.8174,62.53,83,0,4.61,clear sky
693,Tagbac,PH,7.089,125.1567,79.48,87,96,2.01,overcast clouds
694,Dondo,MZ,-19.6094,34.7431,69.31,77,0,4.68,clear sky
695,Monrovia,LR,6.3005,-10.7969,74.97,78,100,6.93,overcast clouds
